Mon Jan  8 14:57:37 2024

tonic|mode|variable_selection_heuristic|value_selection_heuristic|degrees|major_qualities|minor_qualities|states
8|0|3|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
4|0|0|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
4|0|0|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
4|0|0|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
4|0|1|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
4|0|1|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
4|0|1|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
4|0|2|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
4|0|2|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
4|0|2|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
4|0|3|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
4|0|3|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
4|0|3|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
0|0|0|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
0|0|0|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
0|0|0|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
0|0|1|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
0|0|1|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
0|0|1|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
0|0|2|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
0|0|2|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
0|0|2|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
0|0|3|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
0|0|3|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
0|0|3|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
11|0|0|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
11|0|0|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
11|0|0|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
11|0|1|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
11|0|1|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
11|0|1|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
11|0|2|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
11|0|2|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
11|0|2|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
11|0|3|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
11|0|3|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
11|0|3|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
2|5|0|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
2|5|0|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
2|5|0|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
2|5|1|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
2|5|1|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
2|5|1|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
2|5|2|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
2|5|2|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
2|5|2|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
2|5|3|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
2|5|3|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
2|5|3|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
5|5|0|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
5|5|0|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
5|5|0|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
5|5|1|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
5|5|1|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
5|5|1|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
5|5|2|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
5|5|2|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
5|5|2|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
5|5|3|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
5|5|3|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
5|5|3|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
7|5|0|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
7|5|0|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
7|5|0|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
7|5|1|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
7|5|1|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
7|5|1|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
7|5|2|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
7|5|2|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
7|5|2|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
7|5|3|0|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
7|5|3|1|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
7|5|3|2|0 , 4 , 0 , 4 , 0 , 1 , 0 , 4 , 0|0 , 0 , 0 , 4 , 0 , 1 , 0 , 4 , 0|1 , 0 , 1 , 4 , 1 , 2 , 1 , 4 , 1|0 , 0 , 0 , 2 , 1 , 1 , 2 , 0 , 0|
